"origin","species_name","site_name","abundance"
"Native","Linum marginale","MtBeautyRd9.1",NA
"Native","Lobelia spp.","MtBeautyRd9.1",NA
"Native","Lomandra filiformis","MtBeautyRd9.1",NA
"Native","Lomandra longifolia","MtBeautyRd9.1",NA
"Native","Lomatia fraseri","MtBeautyRd9.1",NA
"Exotic","Lotus corniculatus","MtBeautyRd9.1",NA
"Exotic","Lotus uliginosus","MtBeautyRd9.1",1
"Native","Luzula meridionalis","MtBeautyRd9.1",NA
"Native","Luzula modesta","MtBeautyRd9.1",NA
"Native","Luzula spp.","MtBeautyRd9.1",1
"Native","Melicytus dentatus","MtBeautyRd9.1",NA
"Native","Microlaena stipoides","MtBeautyRd9.1",NA
"Native","Microtis spp.","MtBeautyRd9.1",NA
"Native","Molineriella minuta","MtBeautyRd9.1",NA
"Native","Monotoca scoparia","MtBeautyRd9.1",NA
"Exotic","Myosotis spp.","MtBeautyRd9.1",NA
"Exotic","Nassella neesiana","MtBeautyRd9.1",NA
"Exotic","Navarretia squarrosa","MtBeautyRd9.1",NA
"Native","Olearia frostii","MtBeautyRd9.1",NA
"Native","Olearia phlogopappa subsp. continentalis","MtBeautyRd9.1",NA
"Native","Olearia phlogopappa var. flavescens","MtBeautyRd9.1",NA
"Native","Oreomyrrhis eriopoda","MtBeautyRd9.1",NA
"Native","Oxalis exilis","MtBeautyRd9.1",NA
"Native","Oxalis perennans","MtBeautyRd9.1",NA
"Native","Ozothamnus thyrsoideus","MtBeautyRd9.1",NA
"Native","Ozothamnus secundiflorus","MtBeautyRd9.1",NA
"Native","Ozothamnus stirlingii","MtBeautyRd9.1",NA
"Exotic","Panicum ciliare","MtBeautyRd9.1",1
"Exotic","Paspalum dilatatum","MtBeautyRd9.1",NA
"Native","Persoonia chamaepeuce","MtBeautyRd9.1",NA
"Exotic","Petrorhagia velutina","MtBeautyRd9.1",NA
"Exotic","Phleum pratense","MtBeautyRd9.1",NA
"Native","Pimelea axiflora","MtBeautyRd9.1",NA
"Native","Plantago euryphylla","MtBeautyRd9.1",NA
"Exotic","Plantago lanceolata","MtBeautyRd9.1",2
"Exotic","Plantago major","MtBeautyRd9.1",NA
"Native","Platylobium formosum","MtBeautyRd9.1",NA
"Exotic","Poa annua","MtBeautyRd9.1",NA
"Native","Poa ensiformis","MtBeautyRd9.1",1
"Native","Poa helmsii","MtBeautyRd9.1",NA
"Native","Poa hiemata","MtBeautyRd9.1",NA
"Native","Poa hothamensis","MtBeautyRd9.1",NA
"Exotic","Poa pratensis","MtBeautyRd9.1",1
"Native","Poa sieberiana s.l.","MtBeautyRd9.1",NA
"Native","Poa spp.","MtBeautyRd9.1",NA
"Exotic","Polygonum aviculare","MtBeautyRd9.1",NA
"Native","Polystichum proliferum","MtBeautyRd9.1",1
"Native","Pomaderris aspera","MtBeautyRd9.1",NA
"Native","Poranthera microphylla","MtBeautyRd9.1",NA
"Native","Prasophyllum spp.","MtBeautyRd9.1",NA
"Native","Prostanthera cuneata","MtBeautyRd9.1",NA
"Exotic","Prunella vulgaris","MtBeautyRd9.1",2
"Exotic","Pseudognaphalium luteoalbum","MtBeautyRd9.1",NA
"Native","Pteridium esculentum","MtBeautyRd9.1",1
"Native","Pterostylis sp.","MtBeautyRd9.1",NA
"Native","Pultenaea forsythiana","MtBeautyRd9.1",NA
"Native","Ranunculus victoriensis","MtBeautyRd9.1",NA
"Exotic","Romulea rosea","MtBeautyRd9.1",NA
"Exotic","Rubus fruticosus spp. agg.","MtBeautyRd9.1",NA
"Native","Rubus parvifolius","MtBeautyRd9.1",1
"Native","Rytidosperma nudiflorum","MtBeautyRd9.1",NA
"Native","Rytidosperma pallidum","MtBeautyRd9.1",NA
"Native","Rytidosperma penicillatum","MtBeautyRd9.1",NA
"Native","Rytidosperma spp.","MtBeautyRd9.1",NA
"Native","Scleranthus biflorus","MtBeautyRd9.1",NA
"Native","Senecio gunnii","MtBeautyRd9.1",1
"Native","Senecio hispidulus","MtBeautyRd9.1",NA
"Native","Senecio linearifolius s.l.","MtBeautyRd9.1",1
"Native","Senecio pinnatifolius s.l.","MtBeautyRd9.1",NA
"Native","Senecio spp.","MtBeautyRd9.1",NA
"Native","Senecio tenuiflorus","MtBeautyRd9.1",NA
"Exotic","Setaria parviflora","MtBeautyRd9.1",NA
"Exotic","Solanum nigrum","MtBeautyRd9.1",NA
"Exotic","Sonchus asper","MtBeautyRd9.1",NA
"Exotic","Sonchus oleraceus","MtBeautyRd9.1",NA
"Exotic","Spergularia rubra","MtBeautyRd9.1",NA
"Native","Stellaria pungens","MtBeautyRd9.1",NA
"Native","Stylidium spp.","MtBeautyRd9.1",NA
"Exotic","Taraxacum officinale spp. agg.","MtBeautyRd9.1",NA
"Native","Tasmannia xerophila","MtBeautyRd9.1",NA
"Native","Themeda triandra","MtBeautyRd9.1",NA
"Native","Trachymene humilis subsp. breviscapa","MtBeautyRd9.1",NA
"Exotic","Trifolium arvense","MtBeautyRd9.1",NA
"Exotic","Trifolium campestre","MtBeautyRd9.1",NA
"Exotic","Trifolium dubium","MtBeautyRd9.1",NA
"Exotic","Trifolium pratense","MtBeautyRd9.1",NA
"Exotic","Trifolium repens","MtBeautyRd9.1",NA
"Native","Unknown herb (dentate leaves)","MtBeautyRd9.1",NA
"Exotic","Verbascum virgatum","MtBeautyRd9.1",NA
"Exotic","Verbena incompta","MtBeautyRd9.1",NA
"Native","Veronica serpyllifolia","MtBeautyRd9.1",NA
"Exotic","Vicia sativa","MtBeautyRd9.1",NA
"Native","Viola betonicifolia","MtBeautyRd9.1",NA
"Native","Viola hederacea","MtBeautyRd9.1",NA
"Exotic","Vulpia bromoides","MtBeautyRd9.1",3
"Exotic","Vulpia myuros","MtBeautyRd9.1",NA
"Native","Wahlenbergia spp.","MtBeautyRd9.1",NA
"Native","Xerochrysum subundulatum","MtBeautyRd9.1",NA
"Native","Acacia dealbata","MtBeautyRd10.1",NA
"Native","Acacia kettlewelliae","MtBeautyRd10.1",NA
"Native","Acacia melanoxylon","MtBeautyRd10.1",NA
"Native","Acacia obliquinervia","MtBeautyRd10.1",NA
"Native","Acacia pravissima","MtBeautyRd10.1",NA
"Native","Acaena novae-zelandiae","MtBeautyRd10.1",1
"Exotic","Acetosella vulgaris","MtBeautyRd10.1",2
"Exotic","Achillea millefolium","MtBeautyRd10.1",NA
"Exotic","Agrostis capillaris s.l.","MtBeautyRd10.1",2
"Exotic","Aira caryophyllea","MtBeautyRd10.1",NA
"Exotic","Anagallis arvensis s.l.","MtBeautyRd10.1",1
"Exotic","Anthoxanthum odoratum","MtBeautyRd10.1",NA
"Native","Asperula gunnii","MtBeautyRd10.1",NA
"Native","Asperula spp.","MtBeautyRd10.1",NA
"Native","Asterolasia trymalioides","MtBeautyRd10.1",NA
"Native","Astrotricha asperifolia subsp. 2","MtBeautyRd10.1",NA
"Native","Australopyrum velutinum","MtBeautyRd10.1",NA
"Exotic","Avena sativa","MtBeautyRd10.1",NA
"Native","Blechnum penna-marina","MtBeautyRd10.1",NA
"Native","Blechnum spp.","MtBeautyRd10.1",1
"Native","Bossiaea foliosa","MtBeautyRd10.1",NA
"Native","Bothriochloa macra","MtBeautyRd10.1",NA
"Exotic","Briza maxima","MtBeautyRd10.1",NA
"Exotic","Briza minor","MtBeautyRd10.1",NA
"Exotic","Bromus catharticus s.l.","MtBeautyRd10.1",NA
"Exotic","Bromus hordeaceus","MtBeautyRd10.1",NA
"Native","Carex appressa","MtBeautyRd10.1",NA
"Native","Carex breviculmis","MtBeautyRd10.1",NA
"Native","Carex hebes","MtBeautyRd10.1",NA
"Native","Cassinia aculeata","MtBeautyRd10.1",1
"Native","Cassinia longifolia","MtBeautyRd10.1",NA
"Native","Cassinia spp.","MtBeautyRd10.1",NA
"Native","Celmisia pugioniformis","MtBeautyRd10.1",NA
"Exotic","Centaurium erythraea","MtBeautyRd10.1",NA
"Exotic","Cerastium vulgare","MtBeautyRd10.1",1
"Native","Chiloglottis valida","MtBeautyRd10.1",NA
"Exotic","Cirsium arvense","MtBeautyRd10.1",NA
"Exotic","Cirsium vulgare","MtBeautyRd10.1",1
"Native","Chloris truncata","MtBeautyRd10.1",NA
"Exotic","Conyza bonariensis","MtBeautyRd10.1",1
"Exotic","Conyza canadensis","MtBeautyRd10.1",NA
"Exotic","Conyza spp.","MtBeautyRd10.1",NA
"Native","Coprosma hirtella","MtBeautyRd10.1",NA
"Native","Craspedia aurantia","MtBeautyRd10.1",NA
"Native","Crassula peduncularis","MtBeautyRd10.1",NA
"Native","Crassula spp.","MtBeautyRd10.1",NA
"Exotic","Crepis capillaris","MtBeautyRd10.1",2
"Exotic","Cynodon dactylon s.l.","MtBeautyRd10.1",NA
"Exotic","Cynosurus echinatus","MtBeautyRd10.1",1
"Exotic","Dactylis glomerata","MtBeautyRd10.1",NA
"Native","Daviesia latifolia","MtBeautyRd10.1",NA
"Native","Derwentia derwentiana","MtBeautyRd10.1",NA
"Native","Dianella tasmanica","MtBeautyRd10.1",NA
"Native","Dichelachne spp.","MtBeautyRd10.1",NA
"Exotic","Digitaria sanguinalis","MtBeautyRd10.1",NA
"Native","Dipodium spp.","MtBeautyRd10.1",NA
"Exotic","Eleusine tristachya","MtBeautyRd10.1",NA
"Native","Elymus scaber","MtBeautyRd10.1",NA
"Exotic","Epilobium billardiereanum s.l.","MtBeautyRd10.1",NA
"Exotic","Epilobium ciliatum","MtBeautyRd10.1",NA
"Native","Epilobium sarmentaceum","MtBeautyRd10.1",NA
"Exotic","Epilobium spp.","MtBeautyRd10.1",NA
"Exotic","Eragrostis brownii","MtBeautyRd10.1",NA
"Native","Eucalyptus bicostata","MtBeautyRd10.1",NA
"Native","Eucalyptus chapmaniana","MtBeautyRd10.1",NA
"Native","Eucalyptus dalrympleana","MtBeautyRd10.1",NA
"Native","Eucalyptus delegatensis","MtBeautyRd10.1",NA
"Native","Eucalyptus dives","MtBeautyRd10.1",NA
"Native","Eucalyptus nortonii","MtBeautyRd10.1",NA
"Native","Eucalyptus pauciflora s.l.","MtBeautyRd10.1",NA
"Native","Eucalyptus robertsonii","MtBeautyRd10.1",NA
"Native","Euchiton collinus","MtBeautyRd10.1",NA
"Native","Euchiton fordianus","MtBeautyRd10.1",NA
"Exotic","Euchiton involucratus","MtBeautyRd10.1",NA
"Native","Euchiton sphaericus","MtBeautyRd10.1",NA
"Native","Euphorbia maculata","MtBeautyRd10.1",NA
"Exotic","Festuca rubra","MtBeautyRd10.1",NA
"Native","Galium spp.","MtBeautyRd10.1",NA
"Exotic","Gamochaeta purpurea","MtBeautyRd10.1",NA
"Native","Geranium antrorsum","MtBeautyRd10.1",NA
"Native","Galium gaudichaudii","MtBeautyRd10.1",NA
"Native","Geranium potentilloides s.l.","MtBeautyRd10.1",1
"Native","Glycine clandestina","MtBeautyRd10.1",NA
"Native","Gonocarpus tetragynus","MtBeautyRd10.1",NA
"Native","Goodenia ovata","MtBeautyRd10.1",NA
"Native","Grevillea australis","MtBeautyRd10.1",NA
"Native","Grevillea lanigera","MtBeautyRd10.1",NA
"Native","Hardenbergia violacea","MtBeautyRd10.1",NA
"Native","Helichrysum rutidolepis","MtBeautyRd10.1",NA
"Native","Hibbertia obtusifolia","MtBeautyRd10.1",NA
"Exotic","Holcus lanatus","MtBeautyRd10.1",2
"Exotic","Hordeum vulgare","MtBeautyRd10.1",NA
"Native","Hovea linearis","MtBeautyRd10.1",NA
"Native","Hydrocotyle laxiflora","MtBeautyRd10.1",NA
"Native","Hypericum gramineum","MtBeautyRd10.1",NA
"Exotic","Hypericum perforatum","MtBeautyRd10.1",NA
"Exotic","Hypochaeris radicata","MtBeautyRd10.1",2
"Native","Juncus spp.","MtBeautyRd10.1",1
"Exotic","Juncus tenuis","MtBeautyRd10.1",NA
"Exotic","Lactuca serriola","MtBeautyRd10.1",NA
"Native","Leptinella filicula","MtBeautyRd10.1",NA
"Native","Leptorhynchos squamatus","MtBeautyRd10.1",NA
"Native","Leptospermum obovatum","MtBeautyRd10.1",NA
"Exotic","Leucanthemum maximum","MtBeautyRd10.1",NA
"Native","Leucopogon virgatus","MtBeautyRd10.1",NA
"Native","Linum marginale","MtBeautyRd10.1",NA
"Native","Lobelia spp.","MtBeautyRd10.1",NA
"Native","Lomandra filiformis","MtBeautyRd10.1",NA
"Native","Lomandra longifolia","MtBeautyRd10.1",NA
"Native","Lomatia fraseri","MtBeautyRd10.1",NA
"Exotic","Lotus corniculatus","MtBeautyRd10.1",NA
"Exotic","Lotus uliginosus","MtBeautyRd10.1",NA
"Native","Luzula meridionalis","MtBeautyRd10.1",1
"Native","Luzula modesta","MtBeautyRd10.1",NA
"Native","Luzula spp.","MtBeautyRd10.1",NA
"Native","Melicytus dentatus","MtBeautyRd10.1",NA
"Native","Microlaena stipoides","MtBeautyRd10.1",NA
"Native","Microtis spp.","MtBeautyRd10.1",NA
"Native","Molineriella minuta","MtBeautyRd10.1",NA
"Native","Monotoca scoparia","MtBeautyRd10.1",NA
"Exotic","Myosotis spp.","MtBeautyRd10.1",NA
"Exotic","Nassella neesiana","MtBeautyRd10.1",NA
"Exotic","Navarretia squarrosa","MtBeautyRd10.1",1
"Native","Olearia frostii","MtBeautyRd10.1",NA
"Native","Olearia phlogopappa subsp. continentalis","MtBeautyRd10.1",NA
"Native","Olearia phlogopappa var. flavescens","MtBeautyRd10.1",NA
"Native","Oreomyrrhis eriopoda","MtBeautyRd10.1",NA
"Native","Oxalis exilis","MtBeautyRd10.1",NA
"Native","Oxalis perennans","MtBeautyRd10.1",NA
"Native","Ozothamnus thyrsoideus","MtBeautyRd10.1",NA
"Native","Ozothamnus secundiflorus","MtBeautyRd10.1",NA
"Native","Ozothamnus stirlingii","MtBeautyRd10.1",NA
"Exotic","Panicum ciliare","MtBeautyRd10.1",NA
"Exotic","Paspalum dilatatum","MtBeautyRd10.1",NA
"Native","Persoonia chamaepeuce","MtBeautyRd10.1",NA
"Exotic","Petrorhagia velutina","MtBeautyRd10.1",NA
"Exotic","Phleum pratense","MtBeautyRd10.1",NA
"Native","Pimelea axiflora","MtBeautyRd10.1",NA
"Native","Plantago euryphylla","MtBeautyRd10.1",NA
"Exotic","Plantago lanceolata","MtBeautyRd10.1",1
"Exotic","Plantago major","MtBeautyRd10.1",2
"Native","Platylobium formosum","MtBeautyRd10.1",NA
"Exotic","Poa annua","MtBeautyRd10.1",NA
"Native","Poa ensiformis","MtBeautyRd10.1",2
"Native","Poa helmsii","MtBeautyRd10.1",1
"Native","Poa hiemata","MtBeautyRd10.1",NA
"Native","Poa hothamensis","MtBeautyRd10.1",NA
"Exotic","Poa pratensis","MtBeautyRd10.1",NA
"Native","Poa sieberiana s.l.","MtBeautyRd10.1",NA
"Native","Poa spp.","MtBeautyRd10.1",NA
"Exotic","Polygonum aviculare","MtBeautyRd10.1",1
"Native","Polystichum proliferum","MtBeautyRd10.1",1
"Native","Pomaderris aspera","MtBeautyRd10.1",NA
"Native","Poranthera microphylla","MtBeautyRd10.1",NA
"Native","Prasophyllum spp.","MtBeautyRd10.1",NA
"Native","Prostanthera cuneata","MtBeautyRd10.1",NA
"Exotic","Prunella vulgaris","MtBeautyRd10.1",2
"Exotic","Pseudognaphalium luteoalbum","MtBeautyRd10.1",NA
"Native","Pteridium esculentum","MtBeautyRd10.1",1
"Native","Pterostylis sp.","MtBeautyRd10.1",NA
"Native","Pultenaea forsythiana","MtBeautyRd10.1",NA
"Native","Ranunculus victoriensis","MtBeautyRd10.1",NA
"Exotic","Romulea rosea","MtBeautyRd10.1",NA
"Exotic","Rubus fruticosus spp. agg.","MtBeautyRd10.1",NA
"Native","Rubus parvifolius","MtBeautyRd10.1",1
"Native","Rytidosperma nudiflorum","MtBeautyRd10.1",NA
"Native","Rytidosperma pallidum","MtBeautyRd10.1",NA
"Native","Rytidosperma penicillatum","MtBeautyRd10.1",NA
"Native","Rytidosperma spp.","MtBeautyRd10.1",NA
"Native","Scleranthus biflorus","MtBeautyRd10.1",NA
"Native","Senecio gunnii","MtBeautyRd10.1",NA
"Native","Senecio hispidulus","MtBeautyRd10.1",NA
"Native","Senecio linearifolius s.l.","MtBeautyRd10.1",1
"Native","Senecio pinnatifolius s.l.","MtBeautyRd10.1",NA
"Native","Senecio spp.","MtBeautyRd10.1",NA
"Native","Senecio tenuiflorus","MtBeautyRd10.1",NA
"Exotic","Setaria parviflora","MtBeautyRd10.1",NA
"Exotic","Solanum nigrum","MtBeautyRd10.1",1
"Exotic","Sonchus asper","MtBeautyRd10.1",1
"Exotic","Sonchus oleraceus","MtBeautyRd10.1",NA
"Exotic","Spergularia rubra","MtBeautyRd10.1",NA
"Native","Stellaria pungens","MtBeautyRd10.1",NA
"Native","Stylidium spp.","MtBeautyRd10.1",NA
"Exotic","Taraxacum officinale spp. agg.","MtBeautyRd10.1",NA
"Native","Tasmannia xerophila","MtBeautyRd10.1",NA
"Native","Themeda triandra","MtBeautyRd10.1",NA
"Native","Trachymene humilis subsp. breviscapa","MtBeautyRd10.1",NA
"Exotic","Trifolium arvense","MtBeautyRd10.1",NA
"Exotic","Trifolium campestre","MtBeautyRd10.1",NA
"Exotic","Trifolium dubium","MtBeautyRd10.1",NA
"Exotic","Trifolium pratense","MtBeautyRd10.1",NA
"Exotic","Trifolium repens","MtBeautyRd10.1",NA
"Native","Unknown herb (dentate leaves)","MtBeautyRd10.1",1
"Exotic","Verbascum virgatum","MtBeautyRd10.1",NA
"Exotic","Verbena incompta","MtBeautyRd10.1",NA
"Native","Veronica serpyllifolia","MtBeautyRd10.1",NA
"Exotic","Vicia sativa","MtBeautyRd10.1",NA
"Native","Viola betonicifolia","MtBeautyRd10.1",NA
"Native","Viola hederacea","MtBeautyRd10.1",NA
"Exotic","Vulpia bromoides","MtBeautyRd10.1",1
"Exotic","Vulpia myuros","MtBeautyRd10.1",NA
"Native","Wahlenbergia spp.","MtBeautyRd10.1",NA
"Native","Xerochrysum subundulatum","MtBeautyRd10.1",NA
"Native","Acacia dealbata","MtBeautyRd11.1",NA
"Native","Acacia kettlewelliae","MtBeautyRd11.1",NA
"Native","Acacia melanoxylon","MtBeautyRd11.1",NA
"Native","Acacia obliquinervia","MtBeautyRd11.1",NA
"Native","Acacia pravissima","MtBeautyRd11.1",NA
"Native","Acaena novae-zelandiae","MtBeautyRd11.1",1
"Exotic","Acetosella vulgaris","MtBeautyRd11.1",3
"Exotic","Achillea millefolium","MtBeautyRd11.1",1
"Exotic","Agrostis capillaris s.l.","MtBeautyRd11.1",3
"Exotic","Aira caryophyllea","MtBeautyRd11.1",NA
"Exotic","Anagallis arvensis s.l.","MtBeautyRd11.1",1
"Exotic","Anthoxanthum odoratum","MtBeautyRd11.1",NA
"Native","Asperula gunnii","MtBeautyRd11.1",NA
"Native","Asperula spp.","MtBeautyRd11.1",NA
"Native","Asterolasia trymalioides","MtBeautyRd11.1",NA
"Native","Astrotricha asperifolia subsp. 2","MtBeautyRd11.1",NA
"Native","Australopyrum velutinum","MtBeautyRd11.1",NA
"Exotic","Avena sativa","MtBeautyRd11.1",NA
"Native","Blechnum penna-marina","MtBeautyRd11.1",NA
"Native","Blechnum spp.","MtBeautyRd11.1",NA
"Native","Bossiaea foliosa","MtBeautyRd11.1",NA
"Native","Bothriochloa macra","MtBeautyRd11.1",NA
"Exotic","Briza maxima","MtBeautyRd11.1",NA
"Exotic","Briza minor","MtBeautyRd11.1",NA
"Exotic","Bromus catharticus s.l.","MtBeautyRd11.1",NA
"Exotic","Bromus hordeaceus","MtBeautyRd11.1",NA
"Native","Carex appressa","MtBeautyRd11.1",NA
"Native","Carex breviculmis","MtBeautyRd11.1",1
"Native","Carex hebes","MtBeautyRd11.1",NA
"Native","Cassinia aculeata","MtBeautyRd11.1",NA
"Native","Cassinia longifolia","MtBeautyRd11.1",NA
"Native","Cassinia spp.","MtBeautyRd11.1",NA
"Native","Celmisia pugioniformis","MtBeautyRd11.1",NA
"Exotic","Centaurium erythraea","MtBeautyRd11.1",NA
"Exotic","Cerastium vulgare","MtBeautyRd11.1",1
"Native","Chiloglottis valida","MtBeautyRd11.1",NA
"Exotic","Cirsium arvense","MtBeautyRd11.1",NA
"Exotic","Cirsium vulgare","MtBeautyRd11.1",NA
"Native","Chloris truncata","MtBeautyRd11.1",NA
"Exotic","Conyza bonariensis","MtBeautyRd11.1",NA
"Exotic","Conyza canadensis","MtBeautyRd11.1",NA
"Exotic","Conyza spp.","MtBeautyRd11.1",NA
"Native","Coprosma hirtella","MtBeautyRd11.1",NA
"Native","Craspedia aurantia","MtBeautyRd11.1",NA
"Native","Crassula peduncularis","MtBeautyRd11.1",NA
"Native","Crassula spp.","MtBeautyRd11.1",NA
"Exotic","Crepis capillaris","MtBeautyRd11.1",3
"Exotic","Cynodon dactylon s.l.","MtBeautyRd11.1",NA
"Exotic","Cynosurus echinatus","MtBeautyRd11.1",NA
"Exotic","Dactylis glomerata","MtBeautyRd11.1",1
"Native","Daviesia latifolia","MtBeautyRd11.1",NA
"Native","Derwentia derwentiana","MtBeautyRd11.1",NA
"Native","Dianella tasmanica","MtBeautyRd11.1",NA
"Native","Dichelachne spp.","MtBeautyRd11.1",NA
"Exotic","Digitaria sanguinalis","MtBeautyRd11.1",NA
"Native","Dipodium spp.","MtBeautyRd11.1",NA
"Exotic","Eleusine tristachya","MtBeautyRd11.1",NA
"Native","Elymus scaber","MtBeautyRd11.1",NA
"Exotic","Epilobium billardiereanum s.l.","MtBeautyRd11.1",NA
"Exotic","Epilobium ciliatum","MtBeautyRd11.1",NA
"Native","Epilobium sarmentaceum","MtBeautyRd11.1",NA
"Exotic","Epilobium spp.","MtBeautyRd11.1",NA
"Exotic","Eragrostis brownii","MtBeautyRd11.1",NA
"Native","Eucalyptus bicostata","MtBeautyRd11.1",NA
"Native","Eucalyptus chapmaniana","MtBeautyRd11.1",NA
"Native","Eucalyptus dalrympleana","MtBeautyRd11.1",NA
"Native","Eucalyptus delegatensis","MtBeautyRd11.1",NA
"Native","Eucalyptus dives","MtBeautyRd11.1",NA
"Native","Eucalyptus nortonii","MtBeautyRd11.1",NA
"Native","Eucalyptus pauciflora s.l.","MtBeautyRd11.1",NA
"Native","Eucalyptus robertsonii","MtBeautyRd11.1",NA
"Native","Euchiton collinus","MtBeautyRd11.1",1
"Native","Euchiton fordianus","MtBeautyRd11.1",NA
"Exotic","Euchiton involucratus","MtBeautyRd11.1",NA
"Native","Euchiton sphaericus","MtBeautyRd11.1",NA
"Native","Euphorbia maculata","MtBeautyRd11.1",NA
"Exotic","Festuca rubra","MtBeautyRd11.1",NA
"Native","Galium spp.","MtBeautyRd11.1",NA
"Exotic","Gamochaeta purpurea","MtBeautyRd11.1",NA
"Native","Geranium antrorsum","MtBeautyRd11.1",NA
"Native","Galium gaudichaudii","MtBeautyRd11.1",NA
"Native","Geranium potentilloides s.l.","MtBeautyRd11.1",NA
"Native","Glycine clandestina","MtBeautyRd11.1",NA
"Native","Gonocarpus tetragynus","MtBeautyRd11.1",NA
"Native","Goodenia ovata","MtBeautyRd11.1",NA
"Native","Grevillea australis","MtBeautyRd11.1",NA
"Native","Grevillea lanigera","MtBeautyRd11.1",NA
"Native","Hardenbergia violacea","MtBeautyRd11.1",NA
"Native","Helichrysum rutidolepis","MtBeautyRd11.1",NA
"Native","Hibbertia obtusifolia","MtBeautyRd11.1",NA
"Exotic","Holcus lanatus","MtBeautyRd11.1",2
"Exotic","Hordeum vulgare","MtBeautyRd11.1",NA
"Native","Hovea linearis","MtBeautyRd11.1",NA
"Native","Hydrocotyle laxiflora","MtBeautyRd11.1",NA
"Native","Hypericum gramineum","MtBeautyRd11.1",NA
"Exotic","Hypericum perforatum","MtBeautyRd11.1",NA
"Exotic","Hypochaeris radicata","MtBeautyRd11.1",3
"Native","Juncus spp.","MtBeautyRd11.1",NA
"Exotic","Juncus tenuis","MtBeautyRd11.1",NA
"Exotic","Lactuca serriola","MtBeautyRd11.1",NA
"Native","Leptinella filicula","MtBeautyRd11.1",NA
"Native","Leptorhynchos squamatus","MtBeautyRd11.1",NA
"Native","Leptospermum obovatum","MtBeautyRd11.1",NA
"Exotic","Leucanthemum maximum","MtBeautyRd11.1",NA
"Native","Leucopogon virgatus","MtBeautyRd11.1",NA
"Native","Linum marginale","MtBeautyRd11.1",NA
"Native","Lobelia spp.","MtBeautyRd11.1",NA
"Native","Lomandra filiformis","MtBeautyRd11.1",NA
"Native","Lomandra longifolia","MtBeautyRd11.1",NA
"Native","Lomatia fraseri","MtBeautyRd11.1",NA
"Exotic","Lotus corniculatus","MtBeautyRd11.1",NA
"Exotic","Lotus uliginosus","MtBeautyRd11.1",1
"Native","Luzula meridionalis","MtBeautyRd11.1",NA
"Native","Luzula modesta","MtBeautyRd11.1",NA
"Native","Luzula spp.","MtBeautyRd11.1",NA
"Native","Melicytus dentatus","MtBeautyRd11.1",NA
"Native","Microlaena stipoides","MtBeautyRd11.1",NA
"Native","Microtis spp.","MtBeautyRd11.1",NA
"Native","Molineriella minuta","MtBeautyRd11.1",NA
"Native","Monotoca scoparia","MtBeautyRd11.1",NA
"Exotic","Myosotis spp.","MtBeautyRd11.1",NA
"Exotic","Nassella neesiana","MtBeautyRd11.1",NA
"Exotic","Navarretia squarrosa","MtBeautyRd11.1",NA
"Native","Olearia frostii","MtBeautyRd11.1",NA
"Native","Olearia phlogopappa subsp. continentalis","MtBeautyRd11.1",NA
"Native","Olearia phlogopappa var. flavescens","MtBeautyRd11.1",NA
"Native","Oreomyrrhis eriopoda","MtBeautyRd11.1",NA
"Native","Oxalis exilis","MtBeautyRd11.1",NA
"Native","Oxalis perennans","MtBeautyRd11.1",1
"Native","Ozothamnus thyrsoideus","MtBeautyRd11.1",NA
"Native","Ozothamnus secundiflorus","MtBeautyRd11.1",NA
"Native","Ozothamnus stirlingii","MtBeautyRd11.1",NA
"Exotic","Panicum ciliare","MtBeautyRd11.1",NA
"Exotic","Paspalum dilatatum","MtBeautyRd11.1",NA
"Native","Persoonia chamaepeuce","MtBeautyRd11.1",NA
"Exotic","Petrorhagia velutina","MtBeautyRd11.1",NA
"Exotic","Phleum pratense","MtBeautyRd11.1",NA
"Native","Pimelea axiflora","MtBeautyRd11.1",NA
"Native","Plantago euryphylla","MtBeautyRd11.1",NA
"Exotic","Plantago lanceolata","MtBeautyRd11.1",NA
"Exotic","Plantago major","MtBeautyRd11.1",NA
"Native","Platylobium formosum","MtBeautyRd11.1",NA
"Exotic","Poa annua","MtBeautyRd11.1",NA
"Native","Poa ensiformis","MtBeautyRd11.1",NA
"Native","Poa helmsii","MtBeautyRd11.1",NA
"Native","Poa hiemata","MtBeautyRd11.1",NA
"Native","Poa hothamensis","MtBeautyRd11.1",NA
"Exotic","Poa pratensis","MtBeautyRd11.1",1
"Native","Poa sieberiana s.l.","MtBeautyRd11.1",NA
"Native","Poa spp.","MtBeautyRd11.1",NA
"Exotic","Polygonum aviculare","MtBeautyRd11.1",NA
"Native","Polystichum proliferum","MtBeautyRd11.1",1
"Native","Pomaderris aspera","MtBeautyRd11.1",NA
"Native","Poranthera microphylla","MtBeautyRd11.1",NA
"Native","Prasophyllum spp.","MtBeautyRd11.1",NA
"Native","Prostanthera cuneata","MtBeautyRd11.1",NA
"Exotic","Prunella vulgaris","MtBeautyRd11.1",2
"Exotic","Pseudognaphalium luteoalbum","MtBeautyRd11.1",NA
"Native","Pteridium esculentum","MtBeautyRd11.1",2
"Native","Pterostylis sp.","MtBeautyRd11.1",NA
"Native","Pultenaea forsythiana","MtBeautyRd11.1",NA
"Native","Ranunculus victoriensis","MtBeautyRd11.1",NA
"Exotic","Romulea rosea","MtBeautyRd11.1",NA
"Exotic","Rubus fruticosus spp. agg.","MtBeautyRd11.1",NA
